"lat","lon","name","type","address"
52.03273,5.654493,"China Town Afhaal- en Cateringservice"," restaurant food establishment","Hakselseweg 15-A Ede gld"
52.048337,5.670529,"Jakarta Baru"," restaurant food establishment","Grotestraat 133 Ede gld"
52.041963,5.66914,"Bagels & Beans"," restaurant food establishment","Maanderpoort 9 Ede gld"
52.04168,5.667279,"Substitute"," grocery_or_supermarket food store establishment","De Halte 269 Ede"
52.045709,5.668453,"Café Premier"," restaurant food establishment","Brouwerstraat 63 Ede gld"
52.043501,5.668703,"Koffie & Koffie"," restaurant food establishment","Nieuwe Stationsstraat 13B Ede"
52.042691,5.660783,"Shi Woo"," restaurant food establishment","Veenderweg 91 Ede"
52.041543,5.668569,"Grand Café Marnix"," restaurant food establishment","Stationsweg 2 Ede"
52.042476,5.668582,"Stichting Cultureel Café Dante"," restaurant food establishment","Nieuwe Stationsstraat 20 Ede"
52.048566,5.670784,"Domino's Pizza Ede"," meal_takeaway restaurant food establishment","Grotestraat 116 Ede"
52.04466,5.66785,"Cafetaria de Tamboer"," restaurant food establishment","Telefoonweg 70 Ede"
52.043778,5.66896,"Café De Pineut"," restaurant food establishment","Nieuwe Stationsstraat 9 Ede gld"
52.048507,5.670794,"Martin ter Stege"," restaurant food establishment","Grotestraat 114 Ede gld"
52.042354,5.667652," Uw Slager"," cafe food establishment","De Halte 81 Ede gld"
52.045514,5.672068,"Flannagan's"," cafe restaurant food establishment","Oude Kerkplein 20 Ede gld"
52.043404,5.669416,"Febo Ede"," restaurant food establishment","Maandereind 14 Ede"
52.041262,5.668444,"Subway"," restaurant food establishment","Stationsweg 12-14 EDE GLD"
52.046235,5.669235,"Eetablissement Paniny"," grocery_or_supermarket food store establishment","Brouwerstraat 21 Ede"
52.04792,5.670893,"Effe Anders Ede B.V."," restaurant food establishment","Grotestraat 100 Ede gld"
52.043027,5.673661,"Cafetaria  Goofy's Corner"," night_club bar restaurant food establishment","Arnhemseweg 20 Ede"
52.03273,5.654493,"De Heidebrouwerij"," restaurant food establishment","Hakselseweg 15-A Ede gld"
52.048337,5.670529,"Café Rail Road"," restaurant food establishment","Grotestraat 133 Ede gld"
52.04493,5.671918,"Holyland"," bakery store food establishment","Achterdoelen 21 Ede"
52.04297,5.668898,"Bagels & Beans"," cafe food establishment","Nieuwe Stationsstraat 27 Ede gld"
52.043202,5.668935,"Substitute"," cafe bar food establishment","Nieuwe Stationsstraat 19 Ede gld"
52.043876,5.670693,"Café Premier"," cafe food establishment","Vendelstraat 9 Ede gld"
52.042511,5.660453,"Koffie & Koffie"," restaurant food establishment","Veenderweg 115 Ede gld"
52.045212,5.672416,"Shi Woo"," cafe food establishment","Achterdoelen 11 Ede gld"
52.046548,5.66704,"Grand Café Marnix"," cafe food establishment","Telefoonweg 45 Ede"
52.038468,5.655995,"Stichting Cultureel Café Dante"," meal_takeaway restaurant meal_delivery food establishment","Rozenplein 62 Ede"
52.041142,5.655949,"Domino's Pizza Ede"," restaurant food establishment","Soembalaan 6 Ede"
52.042931,5.668602,"Cafetaria de Tamboer"," cafe food establishment","Museumplein 1-A Ede gld"
52.04561,5.667367,"Café De Pineut"," food store establishment","Brouwerstraat 120 Ede gld"
52.047361,5.669836,"Martin ter Stege"," cafe food establishment","Notaris Fischerstraat 4 Ede gld"
52.043861,5.670024," Uw Slager"," restaurant food establishment","Grotestraat 2A Ede"
52.044155,5.670902,"Flannagan's"," restaurant meal_delivery food establishment","Vendelstraat 6 Ede"
52.046463,5.671404,"Febo Ede"," cafe restaurant food establishment","Grotestraat 60A Ede"
52.043124,5.669615,"Subway"," food store establishment","Maandereind 15 Ede gld"
52.032555,5.655773,"Eetablissement Paniny"," cafe food establishment","Verlengde Maanderweg 160 Ede gld"
52.033954,5.678848,"Effe Anders Ede B.V."," restaurant food establishment","Nieuwe Kazernelaan 2 Ede"
